---------------------------------------------------
  Seconds     A1       B2       C3       D4    
---------------------------------------------------
        0    	22.7	22.8	22.3	22.1
       60    	22.7	22.8	22.3	22.1
      120    	22.7	22.8	22.3	22.1
      180    	22.7	22.8	22.1	22.1
      240    	22.7	22.8	22.6	22.1
      300    	22.7	22.8	22.3	21.8
      360    	22.7	22.8	22.3	21.8
      420    	22.7	22.8	22.3	21.8
      480    	22.7	23.1	22.3	22.1
      540    	22.7	22.8	22.3	22.1
      600    	22.4	22.8	22.3	22.1
      660    	22.7	22.8	22.3	22.3
      720    	22.7	22.5	22.6	22.1
      780    	22.7	22.8	22.3	22.1
      840    	22.4	22.8	22.3	22.1
      900    	22.7	22.8	22.3	22.1
      960    	22.7	22.5	22.3	22.1
     1020    	22.7	22.5	22.1	22.1
     1080    	22.7	22.8	22.3	22.1
     1140    	22.7	22.8	22.6	22.3
     1200    	22.7	22.8	22.3	22.3
     1260    	22.7	22.8	22.3	22.1
     1320    	22.4	22.8	22.1	22.1
     1380    	22.7	22.8	22.3	22.3
     1440    	22.4	22.8	22.6	22.3
     1500    	22.4	22.8	22.3	22.1
     1560    	22.4	22.8	22.3	22.1
     1620    	22.7	22.5	22.3	22.3
     1680    	22.7	22.8	22.3	22.1
     1740    	22.4	22.8	22.3	22.1
     1800    	22.7	23.1	22.3	22.3
     1860    	23.0	22.8	22.3	22.1
     1920    	22.7	22.8	22.3	22.1
     1980    	22.7	22.8	22.3	22.1
     2040    	22.7	22.8	22.3	22.3
     2100    	22.4	22.8	22.3	22.3
     2160    	22.4	22.8	22.3	22.3
     2220    	22.4	22.8	22.1	22.1
     2280    	22.7	22.8	22.3	22.3
     2340    	22.4	22.8	22.6	22.3
     2400    	22.7	22.8	22.3	22.3
     2460    	22.7	22.8	22.3	22.3
     2520    	22.7	22.5	22.3	22.1
     2580    	22.7	22.5	22.3	22.1
     2640    	22.7	22.8	22.3	21.8
     2700    	22.4	22.8	22.3	22.1
     2760    	22.7	22.8	22.3	22.3
     2820    	22.7	22.8	22.3	22.3
     2880    	22.7	22.8	22.3	22.3
     2940    	23.0	22.8	22.3	22.3
     3000    	22.7	22.8	22.3	22.1
     3060    	22.7	22.5	22.3	22.1
     3120    	22.7	22.5	22.6	22.1
     3180    	22.7	22.8	22.3	22.1
     3240    	22.7	22.8	22.3	22.3
     3300    	22.7	22.8	22.6	22.3
     3360    	22.7	22.8	22.3	22.3
     3420    	22.7	22.8	22.6	22.1
     3480    	22.7	22.8	22.1	22.3
     3540    	22.4	23.1	22.3	22.3
     3600    	22.7	22.8	22.3	22.1
     3660    	22.7	22.5	22.1	22.1
     3720    	22.7	22.8	22.3	21.8
     3780    	22.7	22.8	22.3	22.1
     3840    	22.4	22.8	22.3	22.1
     3900    	22.7	22.5	22.3	22.3
     3960    	22.7	22.8	22.6	22.1
     4020    	22.7	22.8	22.3	22.1
