---------------------------------------------------
  Seconds     A1       B2       C3       D4    
---------------------------------------------------
        0    	22.4	22.5	22.1	22.6
       60    	22.7	22.8	21.8	22.3
      120    	22.7	22.5	21.8	22.3
      180    	22.7	22.5	21.8	22.3
      240    	22.7	22.8	22.1	22.3
      300    	22.7	22.5	22.1	22.3
      360    	22.7	22.8	22.1	22.3
      420    	22.7	22.5	22.1	22.3
      480    	22.4	22.5	21.8	22.3
      540    	22.7	22.5	21.8	22.6
      600    	22.7	22.5	22.1	22.3
      660    	22.7	22.5	22.1	22.3
      720    	22.7	22.5	21.8	22.3
      780    	22.7	22.5	22.1	22.3
      840    	22.4	22.5	22.1	22.3
      900    	22.7	22.5	22.1	22.6
      960    	22.4	22.5	21.8	22.3
     1020    	22.7	22.5	21.8	22.3
     1080    	22.7	22.5	22.1	22.3
     1140    	22.7	22.8	21.8	22.3
     1200    	22.7	22.8	21.8	22.6
     1260    	22.4	22.5	21.8	22.6
     1320    	22.7	22.5	22.1	22.3
     1380    	22.4	22.8	21.8	22.3
     1440    	22.4	22.5	22.1	22.3
     1500    	22.7	22.8	21.8	22.1
     1560    	22.7	22.5	22.1	22.1
     1620    	22.4	22.8	22.1	22.3
     1680    	22.7	22.5	22.1	22.3
     1740    	22.7	22.5	22.1	22.3
     1800    	22.7	22.5	21.8	22.3
     1860    	22.4	22.5	21.8	22.3
     1920    	22.7	22.5	21.8	22.3
     1980    	22.7	22.5	22.1	22.3
     2040    	22.4	22.5	21.8	22.3
     2100    	22.7	22.8	22.1	22.3
     2160    	22.7	22.5	21.8	22.3
     2220    	22.7	22.5	21.8	22.3
     2280    	22.7	22.5	21.5	22.1
     2340    	22.7	22.5	22.1	22.3
     2400    	22.7	22.5	21.8	22.6
     2460    	22.7	22.8	21.8	22.3
     2520    	22.7	22.5	21.8	22.3
     2580    	22.7	22.8	22.1	22.3
     2640    	22.7	22.5	21.8	22.3
     2700    	22.4	22.5	21.8	22.3
     2760    	22.7	22.8	21.8	22.3
     2820    	22.4	22.2	21.8	22.3
     2880    	22.7	22.5	21.8	22.3
     2940    	22.7	22.8	22.1	22.1
     3000    	22.7	22.8	22.1	22.1
     3060    	22.4	22.5	21.8	22.3
     3120    	22.7	22.5	22.1	22.3
     3180    	22.4	22.8	21.8	22.1
     3240    	22.4	22.5	22.1	22.1
     3300    	22.7	22.5	21.8	22.3
     3360    	22.4	22.5	21.8	22.3
     3420    	22.7	22.5	22.1	22.1
     3480    	22.7	22.5	22.1	22.1
     3540    	22.7	22.8	21.8	22.3
     3600    	22.7	22.5	21.8	22.3
     3660    	22.7	22.5	22.1	22.3
     3720    	22.4	22.5	22.1	22.3
     3780    	22.4	22.5	21.8	22.3
     3840    	22.7	22.5	21.8	22.3
     3900    	22.4	22.5	21.8	22.3
     3960    	22.7	22.5	21.8	22.3
     4020    	22.7	22.5	22.1	22.3
     4080    	22.7	22.8	22.1	22.3
     4140    	22.4	22.5	21.8	22.1
     4200    	22.4	22.5	22.1	22.3
     4260    	22.7	22.5	21.8	22.3
     4320    	22.7	22.8	21.8	22.3
     4380    	22.7	22.5	21.8	22.3
     4440    	22.7	22.5	22.1	22.3
     4500    	22.4	22.5	22.1	22.1
     4560    	22.7	22.5	21.8	22.3
