---------------------------------------------------
  Seconds  	 Bits to EIO (12) 	 CIO (13) 	 FIO (15)
 74902.084000  	    ba	8	2  
 74902.547000  	    10	0	0  
 74953.086000  	    7a	8	2  
 74953.698000  	    50	0	0  
 75955.347000  	    8a	b	2  
 75955.831000  	    8a	a	2  
 75956.309000  	    0	0	0  
 78956.849000  	    7a	8	2  
 78957.408000  	    50	0	0  
 79958.727000  	    b9	8	2  
 79959.227000  	    10	0	0  
 81959.728000  	    ba	4	2  
 81960.300000  	    0	0	0  
 82160.820000  	    7a	8	2  
 82161.370000  	    50	0	0  
 83162.812000  	    ba	8	2  
 83163.300000  	    10	0	0  
 83213.829000  	    7a	8	2  
 83214.415000  	    50	0	0  
 84216.188000  	    8a	b	2  
 84216.805000  	    8a	a	2  
 84217.371000  	    0	0	0  
 87217.874000  	    7a	8	2  
 87218.409000  	    50	0	0  
 88219.840000  	    b9	8	2  
 88220.304000  	    10	0	0  
 90220.734000  	    ba	4	2  
 90221.263000  	    0	0	0  
 90421.745000  	    7a	8	2  
 90422.311000  	    50	0	0  
 91423.790000  	    ba	8	2  
 91424.387000  	    10	0	0  
 91474.886000  	    7a	8	2  
 91475.408000  	    50	0	0  
 92477.105000  	    8a	b	2  
 92477.600000  	    8a	a	2  
 92478.125000  	    0	0	0  
 95478.582000  	    7a	8	2  
 95479.120000  	    50	0	0  
 96480.519000  	    b9	8	2  
 96480.985000  	    10	0	0  
 98481.379000  	    ba	4	2  
 98481.834000  	    0	0	0  
 98682.235000  	    7a	8	2  
 98682.763000  	    50	0	0  
 99684.233000  	    ba	8	2  
 99684.713000  	    10	0	0  
 99735.196000  	    7a	8	2  
 99735.782000  	    50	0	0  
 100737.198000  	    8a	b	2  
 100737.720000  	    8a	a	2  
 100738.313000  	    0	0	0  
 103738.898000  	    7a	8	2  
 103739.420000  	    50	0	0  
 104740.787000  	    b9	8	2  
 104741.245000  	    10	0	0  
 106741.742000  	    ba	4	2  
 106742.282000  	    0	0	0  
 106942.736000  	    7a	8	2  
 106943.240000  	    50	0	0  
 107944.716000  	    ba	8	2  
 107945.231000  	    10	0	0  
 107995.736000  	    7a	8	2  
 107996.278000  	    50	0	0  
 108997.827000  	    8a	b	2  
 108998.322000  	    8a	a	2  
 108998.871000  	    0	0	0  
 111999.347000  	    7a	8	2  
 111999.885000  	    50	0	0  
 113001.388000  	    b9	8	2  
 113001.864000  	    10	0	0  
 115002.292000  	    ba	4	2  
 115002.831000  	    0	0	0  
 115203.306000  	    7a	8	2  
 115203.896000  	    50	0	0  
 116205.363000  	    ba	8	2  
 116205.878000  	    10	0	0  
 116256.394000  	    7a	8	2  
 116256.910000  	    50	0	0  
 117258.309000  	    8a	b	2  
 117258.777000  	    8a	a	2  
 117259.256000  	    0	0	0  
 120259.744000  	    7a	8	2  
 120260.295000  	    50	0	0  
 121261.796000  	    b9	8	2  
 121262.284000  	    10	0	0  
 123262.750000  	    ba	4	2  
 123263.304000  	    0	0	0  
 123463.770000  	    7a	8	2  
 123464.279000  	    50	0	0  
 124465.167000  	    ba	8	2  
 124465.584000  	    10	0	0  
 124516.028000  	    7a	8	2  
 124516.600000  	    50	0	0  
 125517.991000  	    8a	b	2  
 125518.486000  	    8a	a	2  
 125518.978000  	    0	0	0  
 128519.492000  	    7a	8	2  
 128520.026000  	    50	0	0  
 129521.275000  	    b9	8	2  
 129521.697000  	    10	0	0  
 131522.162000  	    ba	4	2  
 131522.710000  	    0	0	0  
 131723.184000  	    7a	8	2  
 131723.739000  	    50	0	0  
 132725.199000  	    ba	8	2  
 132725.712000  	    10	0	0  
 132776.261000  	    7a	8	2  
 132776.804000  	    50	0	0  
 133778.464000  	    8a	b	2  
 133778.973000  	    8a	a	2  
 133779.477000  	    0	0	0  
 136779.964000  	    7a	8	2  
 136780.579000  	    50	0	0  
 137782.053000  	    b9	8	2  
 137782.577000  	    10	0	0  
 139783.021000  	    ba	4	2  
 139783.511000  	    0	0	0  
 139984.317000  	    7a	8	2  
 139984.780000  	    50	0	0  
 140986.304000  	    ba	8	2  
 140986.771000  	    10	0	0  
 141037.279000  	    7a	8	2  
 141037.864000  	    50	0	0  
 142039.376000  	    8a	b	2  
 142039.864000  	    8a	a	2  
 142040.386000  	    0	0	0  
 142513.790000  	    ba	8	2  
 142514.225000  	    10	0	0  
 165710.550000  	    ba	9	2  
 165710.991000  	    10	0	0  
 169198.101000  	    ba	9	2  
 169198.533000  	    10	0	0  
 175533.141000  	    7a	8	2  
 175533.543000  	    50	0	0  
 176533.090000  	    10	0	0  
 191243.490000  	    7a	8	2  
 191243.913000  	    50	0	0  
 192243.405000  	    10	0	0  
