---------------------------------------------------
  Seconds  	 Bits to EIO (12) 	 CIO (13) 	 FIO (15)
---------------------------------------------------
 0.027000  	    ba	0	2  
 1.298000  	    10	0	0  
 36193.621000  	    b6	1	2  
 36194.790000  	    b6	0	2  
 36195.945000  	    10	0	0  
 37197.190000  	    76	8	2  
 37198.402000  	    50	0	0  
 38200.710000  	    b5	0	2  
 38201.979000  	    10	0	0  
 40203.229000  	    76	8	2  
 40204.453000  	    50	0	0  
 41206.563000  	    b6	0	2  
 41207.694000  	    10	0	0  
 41408.974000  	    76	8	2  
 41410.246000  	    50	0	0  
 42412.407000  	    b6	1	2  
 42413.563000  	    b6	0	2  
 42414.725000  	    10	0	0  
 43415.956000  	    76	8	2  
 43417.183000  	    50	0	0  
 44419.025000  	    b5	0	2  
 44420.238000  	    10	0	0  
 46421.497000  	    76	8	2  
 46422.702000  	    50	0	0  
 47425.263000  	    b6	0	2  
 47426.517000  	    10	0	0  
 47627.918000  	    76	8	2  
 47629.168000  	    50	0	0  
 48631.653000  	    b6	1	2  
 48632.918000  	    b6	0	2  
 48634.203000  	    10	0	0  
 49128.389000  	    ba	0	2  
 49129.610000  	    10	0	0  
 68030.299000  	    8a	3	2  
 68031.536000  	    8a	2	2  
 68032.738000  	    0	0	0  
 69033.960000  	    7a	8	2  
 69035.219000  	    50	0	0  
 70037.521000  	    b9	0	2  
 70038.801000  	    10	0	0  
 72040.109000  	    7a	8	2  
 72041.386000  	    50	0	0  
 73044.370000  	    ba	0	2  
 73045.519000  	    10	0	0  
 73246.782000  	    7a	8	2  
 73248.055000  	    50	0	0  
 74250.300000  	    b6	1	2  
 74251.503000  	    b6	0	2  
 74252.754000  	    10	0	0  
 75254.076000  	    76	8	2  
 75255.341000  	    50	0	0  
 76257.499000  	    b5	0	2  
 76258.725000  	    10	0	0  
 78260.009000  	    76	8	2  
 78261.250000  	    50	0	0  
 79263.384000  	    b6	0	2  
 79264.614000  	    10	0	0  
 79465.882000  	    76	8	2  
 79467.100000  	    50	0	0  
 80469.228000  	    8a	3	2  
 80470.513000  	    8a	2	2  
 80471.799000  	    0	0	0  
 81473.116000  	    7a	8	2  
 81474.359000  	    50	0	0  
 82476.685000  	    b9	0	2  
 82477.961000  	    10	0	0  
 84479.285000  	    7a	8	2  
 84480.568000  	    50	0	0  
 85482.932000  	    ba	0	2  
 85484.210000  	    10	0	0  
 85685.580000  	    7a	8	2  
 85686.853000  	    50	0	0  
 86261.218000  	    ba	0	2  
 86262.425000  	    10	0	0  
