---------------------------------------------------
  Seconds  	 Bits to EIO (12) 	 CIO (13) 	 FIO (15)
---------------------------------------------------
 0.023000  	    9a	a	2  
 0.358000  	    10	0	0  
 4149.119000  	    4f	a	2  
 4149.717000  	    4a	a	2  
 4150.231000  	    0	0	0  
 7150.705000  	    ba	9	2  
 7151.256000  	    30	0	0  
 8151.675000  	    99	a	2  
 8152.164000  	    10	0	0  
 10152.596000  	    9a	6	2  
 10153.097000  	    0	0	0  
 10353.511000  	    ba	9	2  
 10354.020000  	    30	0	0  
 11354.484000  	    9a	a	2  
 11355.116000  	    10	0	0  
 11405.633000  	    ba	9	2  
 11406.153000  	    30	0	0  
 12406.662000  	    4f	a	2  
 12407.204000  	    4a	a	2  
 12407.739000  	    0	0	0  
 15408.213000  	    ba	9	2  
 15408.759000  	    30	0	0  
 16409.212000  	    99	a	2  
 16409.743000  	    10	0	0  
 18410.204000  	    9a	6	2  
 18410.723000  	    0	0	0  
 18611.177000  	    ba	9	2  
 18611.707000  	    30	0	0  
 19612.163000  	    9a	a	2  
 19612.710000  	    10	0	0  
 19663.198000  	    ba	9	2  
 19663.712000  	    30	0	0  
 20664.153000  	    4f	a	2  
 20664.624000  	    4a	a	2  
 20665.083000  	    0	0	0  
 23665.489000  	    ba	9	2  
 23665.925000  	    30	0	0  
 24666.329000  	    99	a	2  
 24666.845000  	    10	0	0  
 26667.316000  	    9a	6	2  
 26667.913000  	    0	0	0  
 26868.410000  	    ba	9	2  
 26868.942000  	    30	0	0  
 27273.638000  	    9a	a	2  
 27274.095000  	    10	0	0  
 27324.517000  	    ba	9	2  
 27325.019000  	    30	0	0  
 27325.453000  	    9a	a	2  
 27325.827000  	    10	0	0  
