---------------------------------------------------
  Seconds  	 Bits to EIO (12) 	 CIO (13) 	 FIO (15)
---------------------------------------------------
 0.055000  	    ba	8	2  
 0.433000  	    10	0	0  
 15108.859000  	    8a	b	2  
 15109.458000  	    8a	a	2  
 15110.023000  	    0	0	0  
 18110.659000  	    7a	8	2  
 18111.228000  	    10	0	0  
 19112.550000  	    b9	8	2  
 19113.045000  	    10	0	0  
 21113.901000  	    ba	4	2  
 21114.414000  	    0	0	0  
 21314.851000  	    7a	8	2  
 21315.341000  	    10	0	0  
 22316.768000  	    ba	8	2  
 22317.234000  	    10	0	0  
 22367.729000  	    7a	8	2  
 22368.308000  	    10	0	0  
 23369.997000  	    8a	b	2  
 23370.488000  	    8a	a	2  
 23371.006000  	    0	0	0  
 26371.468000  	    7a	8	2  
 26372.039000  	    10	0	0  
 27373.506000  	    b9	8	2  
 27374.035000  	    10	0	0  
 29374.483000  	    ba	4	2  
 29375.002000  	    0	0	0  
 29576.383000  	    7a	8	2  
 29576.895000  	    10	0	0  
 30578.417000  	    ba	8	2  
 30579.043000  	    10	0	0  
 30629.584000  	    7a	8	2  
 30630.102000  	    10	0	0  
 31631.625000  	    8a	b	2  
 31632.117000  	    8a	a	2  
 31632.651000  	    0	0	0  
 34633.151000  	    7a	8	2  
 34633.828000  	    10	0	0  
 35635.240000  	    b9	8	2  
 35635.720000  	    10	0	0  
 37636.185000  	    ba	4	2  
 37636.725000  	    0	0	0  
 37837.192000  	    7a	8	2  
 37837.785000  	    10	0	0  
 38839.513000  	    ba	8	2  
 38840.033000  	    10	0	0  
 38890.603000  	    7a	8	2  
 38891.164000  	    10	0	0  
 39892.708000  	    8a	b	2  
 39893.304000  	    8a	a	2  
 39893.733000  	    0	0	0  
 42894.132000  	    7a	8	2  
 42894.681000  	    10	0	0  
 43896.307000  	    b9	8	2  
 43896.826000  	    10	0	0  
 45897.403000  	    ba	4	2  
 45898.122000  	    0	0	0  
 46098.909000  	    7a	8	2  
 46099.441000  	    10	0	0  
 47100.904000  	    ba	8	2  
 47101.391000  	    10	0	0  
 47151.901000  	    7a	8	2  
 47152.423000  	    10	0	0  
 48153.975000  	    8a	b	2  
 48154.469000  	    8a	a	2  
 48154.962000  	    0	0	0  
 51155.401000  	    7a	8	2  
 51155.884000  	    10	0	0  
 52157.563000  	    b9	8	2  
 52158.154000  	    10	0	0  
 54158.656000  	    ba	4	2  
 54159.171000  	    0	0	0  
 54359.627000  	    7a	8	2  
 54360.248000  	    10	0	0  
 55361.610000  	    ba	8	2  
 55362.081000  	    10	0	0  
 55412.564000  	    7a	8	2  
 55413.089000  	    10	0	0  
 56414.458000  	    8a	b	2  
 56414.946000  	    8a	a	2  
 56415.424000  	    0	0	0  
 59415.838000  	    7a	8	2  
 59416.296000  	    10	0	0  
 60417.695000  	    b9	8	2  
 60418.184000  	    10	0	0  
 62418.699000  	    ba	4	2  
 62419.263000  	    0	0	0  
 62619.784000  	    7a	8	2  
 62620.354000  	    10	0	0  
 63621.789000  	    ba	8	2  
 63622.310000  	    10	0	0  
 63672.828000  	    7a	8	2  
 63673.367000  	    10	0	0  
 63897.373000  	    ba	8	2  
 63897.793000  	    10	0	0  
