---------------------------------------------------
  Seconds  	 Bits to EIO (12) 	 Bits to CIO (13) 
---------------------------------------------------
 104210.756000  	    9a	a	2  
 104211.162000  	    10	0	0  
 104261.577000  	    ba	9	2  
 104262.013000  	    30	0	0  
 105262.375000  	    4f	a	2  
 105262.764000  	    4a	a	2  
 105263.129000  	    0	0	0  
 108263.475000  	    ba	9	2  
 108263.878000  	    30	0	0  
 109264.209000  	    99	a	2  
 109264.607000  	    10	0	0  
 111264.890000  	    9a	6	2  
 111265.254000  	    0	0	0  
 111465.524000  	    ba	9	2  
 111465.888000  	    30	0	0  
 112466.201000  	    9a	a	2  
 112466.600000  	    10	0	0  
 112516.940000  	    ba	9	2  
 112517.352000  	    30	0	0  
 113517.695000  	    4f	a	2  
 113518.076000  	    4a	a	2  
 113518.446000  	    0	0	0  
 115187.772000  	    9a	a	2  
 115188.054000  	    10	0	0  
 122370.327000  	    4a	a	2  
 122370.653000  	    0	0	0  
 123332.537000  	    9a	a	2  
 123332.840000  	    10	0	0  
 124499.865000  	    ba	9	2  
 124500.174000  	    30	0	0  
 125499.831000  	    10	0	0  
 128301.464000  	    9a	6	2  
 128301.754000  	    10	0	0  
 201046.318000  	    4f	a	2  
 201046.739000  	    4a	a	2  
 201047.132000  	    0	0	0  
 204047.545000  	    ba	9	2  
 204047.957000  	    30	0	0  
 205048.336000  	    99	a	2  
 205048.758000  	    10	0	0  
 207049.168000  	    9a	6	2  
 207049.607000  	    0	0	0  
 207250.021000  	    ba	9	2  
 207250.456000  	    30	0	0  
 208250.872000  	    4f	a	2  
 208251.292000  	    4a	a	2  
 208251.717000  	    0	0	0  
 211252.068000  	    ba	9	2  
 211252.476000  	    30	0	0  
 212252.818000  	    99	a	2  
 212253.222000  	    10	0	0  
 214253.569000  	    9a	6	2  
 214253.974000  	    0	0	0  
 214454.288000  	    ba	9	2  
 214454.682000  	    30	0	0  
 215455.018000  	    4f	a	2  
 215455.418000  	    4a	a	2  
 215455.813000  	    0	0	0  
 218456.178000  	    ba	9	2  
 218456.567000  	    30	0	0  
 219456.903000  	    99	a	2  
 219457.301000  	    10	0	0  
 221457.686000  	    9a	6	2  
 221458.113000  	    0	0	0  
 221658.447000  	    ba	9	2  
 221658.839000  	    30	0	0  
 222659.226000  	    4f	a	2  
 222659.668000  	    4a	a	2  
 222660.089000  	    0	0	0  
 225660.441000  	    ba	9	2  
 225660.848000  	    30	0	0  
 226661.157000  	    99	a	2  
 226661.546000  	    10	0	0  
 228661.886000  	    9a	6	2  
 228662.291000  	    0	0	0  
 228862.620000  	    ba	9	2  
 228863.013000  	    30	0	0  
 229863.356000  	    9b	a	2  
 229863.761000  	    46	a	2  
 229864.149000  	    0	0	0  
 232864.524000  	    be	9	2  
 232864.957000  	    30	0	0  
 233865.310000  	    95	a	2  
 233865.707000  	    10	0	0  
 235866.059000  	    96	6	2  
 235866.486000  	    0	0	0  
 236066.815000  	    be	9	2  
 236067.206000  	    30	0	0  
 237067.622000  	    4f	a	2  
 237068.062000  	    4a	a	2  
 237068.486000  	    0	0	0  
 240068.849000  	    ba	9	2  
 240069.275000  	    30	0	0  
 241069.610000  	    99	a	2  
 241070.005000  	    10	0	0  
 243070.310000  	    9a	6	2  
 243070.702000  	    0	0	0  
 243271.023000  	    ba	9	2  
 243271.416000  	    30	0	0  
 244271.786000  	    4f	a	2  
 244272.191000  	    4a	a	2  
 244272.582000  	    0	0	0  
 247272.956000  	    ba	9	2  
 247273.374000  	    30	0	0  
 248273.733000  	    99	a	2  
 248274.127000  	    10	0	0  
 250274.466000  	    9a	6	2  
 250274.858000  	    0	0	0  
 250475.171000  	    ba	9	2  
 250475.579000  	    30	0	0  
 251475.910000  	    4f	a	2  
 251476.309000  	    4a	a	2  
 251476.704000  	    0	0	0  
 254477.036000  	    ba	9	2  
 254477.433000  	    30	0	0  
 255477.836000  	    99	a	2  
 255478.270000  	    10	0	0  
 257478.627000  	    9a	6	2  
 257479.030000  	    0	0	0  
 257679.362000  	    ba	9	2  
 257679.778000  	    30	0	0  
 258680.147000  	    4f	a	2  
 258680.566000  	    4a	a	2  
 258680.977000  	    0	0	0  
 261681.356000  	    ba	9	2  
 261681.797000  	    30	0	0  
 262682.155000  	    99	a	2  
 262682.555000  	    10	0	0  
 264682.886000  	    9a	6	2  
 264683.304000  	    0	0	0  
 264883.619000  	    ba	9	2  
 264884.008000  	    30	0	0  
 265884.383000  	    9b	a	2  
 265884.784000  	    46	a	2  
 265885.197000  	    0	0	0  
 268885.541000  	    be	9	2  
 268885.956000  	    30	0	0  
 269886.312000  	    95	a	2  
 269886.720000  	    10	0	0  
 271887.032000  	    96	6	2  
 271887.425000  	    0	0	0  
 272087.727000  	    be	9	2  
 272088.121000  	    30	0	0  
 273088.457000  	    4f	a	2  
 273088.858000  	    4a	a	2  
 273089.252000  	    0	0	0  
 276089.643000  	    ba	9	2  
 276090.078000  	    30	0	0  
 277090.425000  	    99	a	2  
 277090.819000  	    10	0	0  
 279091.144000  	    9a	6	2  
 279091.549000  	    0	0	0  
 279291.876000  	    ba	9	2  
 279292.280000  	    30	0	0  
 280292.676000  	    4f	a	2  
 280293.098000  	    4a	a	2  
 280293.495000  	    0	0	0  
 283293.837000  	    ba	9	2  
 283294.236000  	    30	0	0  
 284294.628000  	    99	a	2  
 284295.049000  	    10	0	0  
 286295.434000  	    9a	6	2  
 286295.857000  	    0	0	0  
 286496.216000  	    ba	9	2  
 286496.616000  	    30	0	0  
 287497.026000  	    4f	a	2  
 287497.441000  	    4a	a	2  
 287497.840000  	    0	0	0  
 290498.208000  	    ba	9	2  
 290498.622000  	    30	0	0  
 291498.962000  	    99	a	2  
 291499.356000  	    10	0	0  
 293499.727000  	    9a	6	2  
 293500.156000  	    0	0	0  
 293700.485000  	    ba	9	2  
 293700.861000  	    30	0	0  
 294701.234000  	    4f	a	2  
 294701.669000  	    4a	a	2  
 294702.088000  	    0	0	0  
 297702.433000  	    ba	9	2  
 297702.843000  	    30	0	0  
 298703.245000  	    99	a	2  
 298703.671000  	    10	0	0  
 300704.045000  	    9a	6	2  
 300704.474000  	    0	0	0  
 300904.812000  	    ba	9	2  
 300905.204000  	    30	0	0  
 301905.528000  	    9b	a	2  
 301905.922000  	    46	a	2  
 301906.309000  	    0	0	0  
 304906.668000  	    be	9	2  
 304907.085000  	    30	0	0  
 305907.447000  	    95	a	2  
 305907.867000  	    10	0	0  
 307908.202000  	    96	6	2  
 307908.618000  	    0	0	0  
 308108.960000  	    be	9	2  
 308109.370000  	    30	0	0  
 309109.710000  	    4f	a	2  
 309110.118000  	    4a	a	2  
 309110.510000  	    0	0	0  
 312110.901000  	    ba	9	2  
 312111.336000  	    30	0	0  
 313111.650000  	    99	a	2  
 313112.018000  	    10	0	0  
 315112.335000  	    9a	6	2  
 315112.746000  	    0	0	0  
 315313.069000  	    ba	9	2  
 315313.462000  	    30	0	0  
 316313.809000  	    4f	a	2  
 316314.203000  	    4a	a	2  
 316314.586000  	    0	0	0  
 319314.959000  	    ba	9	2  
 319315.396000  	    30	0	0  
 320315.765000  	    99	a	2  
 320316.165000  	    10	0	0  
 321849.613000  	    9a	a	2  
 321849.953000  	    10	0	0  
