---------------------------------------------------
  Seconds  	 Bits to EIO (12) 	 CIO (13) 	 FIO (15)
---------------------------------------------------
 0.009000  	    ba	8	2  
 0.346000  	    10	0	0  
 5177.528000  	    8a	b	2  
 5178.048000  	    8a	a	2  
 5178.559000  	    0	0	0  
 8179.035000  	    7a	8	2  
 8179.552000  	    50	0	0  
 9181.269000  	    b9	8	2  
 9181.758000  	    10	0	0  
 11182.196000  	    ba	4	2  
 11182.642000  	    0	0	0  
 11383.045000  	    7a	8	2  
 11383.569000  	    50	0	0  
 12385.211000  	    ba	8	2  
 12385.720000  	    10	0	0  
 12436.205000  	    7a	8	2  
 12436.724000  	    50	0	0  
 12497.704000  	    ba	8	2  
 12498.091000  	    10	0	0  
