---------------------------------------------------
  Seconds  	 Bits to EIO (12) 	 CIO (13) 	 FIO (15)
---------------------------------------------------
 0.014000  	    ba	8	2  
 0.485000  	    10	0	0  
 9665.043000  	    7a	8	2  
 9665.457000  	    50	0	0  
 10665.056000  	    10	0	0  
 12192.817000  	    ba	8	2  
 12193.158000  	    10	0	0  
 30118.506000  	    8a	b	2  
 30119.113000  	    8a	a	2  
 30119.648000  	    0	0	0  
 33120.123000  	    7a	8	2  
 33120.643000  	    50	0	0  
 34122.278000  	    b9	8	2  
 34122.776000  	    10	0	0  
 36123.253000  	    ba	4	2  
 36123.870000  	    0	0	0  
 36324.339000  	    7a	8	2  
 36324.888000  	    50	0	0  
 37326.399000  	    ba	8	2  
 37326.881000  	    10	0	0  
 37377.886000  	    7a	8	2  
 37378.444000  	    50	0	0  
 38379.925000  	    8a	b	2  
 38380.450000  	    8a	a	2  
 38380.943000  	    0	0	0  
 41381.443000  	    7a	8	2  
 41381.974000  	    50	0	0  
 42383.534000  	    b9	8	2  
 42384.080000  	    10	0	0  
 44384.567000  	    ba	4	2  
 44385.085000  	    0	0	0  
 44585.529000  	    7a	8	2  
 44586.096000  	    50	0	0  
 45587.662000  	    ba	8	2  
 45588.171000  	    10	0	0  
 45638.675000  	    7a	8	2  
 45639.197000  	    50	0	0  
 46078.794000  	    ba	8	2  
 46079.231000  	    10	0	0  
