---------------------------------------------------
  Seconds  	 Bits to EIO (12) 	 CIO (13) 	 FIO (15)
---------------------------------------------------
 0.009000  	    ba	8	2  
 0.392000  	    10	0	0  
 29565.440000  	    8a	a	2  
 29565.876000  	    0	0	0  
 36556.744000  	    ba	8	2  
 36557.463000  	    10	0	0  
 41195.579000  	    7a	8	2  
 41196.065000  	    50	0	0  
 42195.542000  	    10	0	0  
 45003.086000  	    ba	8	2  
 45003.546000  	    10	0	0  
 47642.682000  	    ba	9	2  
 47643.072000  	    10	0	0  
 131304.323000  	    8a	b	2  
 131304.816000  	    8a	a	2  
 131305.304000  	    0	0	0  
 134305.773000  	    7a	8	2  
 134306.269000  	    50	0	0  
 135307.857000  	    b9	8	2  
 135308.366000  	    10	0	0  
 137308.840000  	    ba	4	2  
 137309.388000  	    0	0	0  
 137509.845000  	    7a	8	2  
 137510.365000  	    50	0	0  
 138511.732000  	    ba	8	2  
 138512.267000  	    10	0	0  
 138562.770000  	    7a	8	2  
 138563.289000  	    50	0	0  
 139564.735000  	    8a	b	2  
 139565.219000  	    8a	a	2  
 139565.700000  	    0	0	0  
 142566.143000  	    7a	8	2  
 142566.758000  	    50	0	0  
 143568.224000  	    b9	8	2  
 143568.715000  	    10	0	0  
 145569.149000  	    ba	4	2  
 145569.652000  	    0	0	0  
 145770.112000  	    7a	8	2  
 145770.651000  	    50	0	0  
 146772.047000  	    ba	8	2  
 146772.498000  	    10	0	0  
 146822.997000  	    7a	8	2  
 146823.565000  	    50	0	0  
 147825.089000  	    8a	b	2  
 147825.620000  	    8a	a	2  
 147826.563000  	    0	0	0  
 150826.945000  	    7a	8	2  
 150827.417000  	    50	0	0  
 151829.050000  	    b9	8	2  
 151829.537000  	    10	0	0  
 153829.972000  	    ba	4	2  
 153830.440000  	    0	0	0  
 154030.853000  	    7a	8	2  
 154031.437000  	    50	0	0  
 155033.101000  	    ba	8	2  
 155033.602000  	    10	0	0  
 155084.118000  	    7a	8	2  
 155084.726000  	    50	0	0  
 156086.259000  	    8a	b	2  
 156086.733000  	    8a	a	2  
 156087.196000  	    0	0	0  
 159087.597000  	    7a	8	2  
 159088.400000  	    50	0	0  
 160090.008000  	    b9	8	2  
 160090.473000  	    10	0	0  
 162090.958000  	    ba	4	2  
 162091.490000  	    0	0	0  
 162291.943000  	    7a	8	2  
 162292.434000  	    50	0	0  
 163293.938000  	    ba	8	2  
 163294.397000  	    10	0	0  
 163344.874000  	    7a	8	2  
 163345.414000  	    50	0	0  
 164346.171000  	    8a	b	2  
 164346.609000  	    8a	a	2  
 164347.068000  	    0	0	0  
 167347.435000  	    7a	8	2  
 167347.867000  	    50	0	0  
 168349.575000  	    b9	8	2  
 168350.097000  	    10	0	0  
 170350.543000  	    ba	4	2  
 170351.028000  	    0	0	0  
 170551.451000  	    7a	8	2  
 170551.960000  	    50	0	0  
 171553.389000  	    ba	8	2  
 171553.920000  	    10	0	0  
 171604.461000  	    7a	8	2  
 171604.993000  	    50	0	0  
 172606.711000  	    8a	b	2  
 172607.241000  	    8a	a	2  
 172607.761000  	    0	0	0  
 175608.235000  	    7a	8	2  
 175608.788000  	    50	0	0  
 176610.076000  	    b9	8	2  
 176610.573000  	    10	0	0  
 178611.041000  	    ba	4	2  
 178611.606000  	    0	0	0  
 178812.151000  	    7a	8	2  
 178812.717000  	    50	0	0  
 179814.025000  	    ba	8	2  
 179814.496000  	    10	0	0  
 179864.949000  	    7a	8	2  
 179865.486000  	    50	0	0  
 180867.184000  	    8a	b	2  
 180867.684000  	    8a	a	2  
 180868.259000  	    0	0	0  
 183868.724000  	    7a	8	2  
 183869.238000  	    50	0	0  
 184870.819000  	    b9	8	2  
 184871.309000  	    10	0	0  
 186871.739000  	    ba	4	2  
 186872.220000  	    0	0	0  
 187072.647000  	    7a	8	2  
 187073.161000  	    50	0	0  
 188074.569000  	    ba	8	2  
 188075.034000  	    10	0	0  
 188125.561000  	    7a	8	2  
 188126.124000  	    50	0	0  
 189127.737000  	    8a	b	2  
 189128.237000  	    8a	a	2  
 189128.766000  	    0	0	0  
 192129.288000  	    7a	8	2  
 192129.965000  	    50	0	0  
 193131.468000  	    b9	8	2  
 193132.046000  	    10	0	0  
 195132.587000  	    ba	4	2  
 195133.122000  	    0	0	0  
 195333.562000  	    7a	8	2  
 195334.045000  	    50	0	0  
 196335.383000  	    ba	8	2  
 196335.897000  	    10	0	0  
 196386.421000  	    7a	8	2  
 196386.950000  	    50	0	0  
 197388.516000  	    8a	b	2  
 197389.117000  	    8a	a	2  
 197389.585000  	    0	0	0  
 200246.745000  	    ba	8	2  
 200247.155000  	    10	0	0  
