---------------------------------------------------
  Seconds  	 Bits to EIO (12) 	 CIO (13) 	 FIO (15)
---------------------------------------------------
 0.027000  	    ba	0	2  
 0.372000  	    10	0	0  
 43395.812000  	    8a	3	2  
 43396.400000  	    8a	2	2  
 43396.947000  	    0	0	0  
 46397.425000  	    7a	8	2  
 46397.974000  	    50	0	0  
 47398.996000  	    b9	0	2  
 47399.477000  	    10	0	0  
 49399.893000  	    ba	4	2  
 49400.486000  	    0	0	0  
 49600.982000  	    7a	8	2  
 49601.519000  	    50	0	0  
 50601.989000  	    ba	0	2  
 50602.531000  	    10	0	0  
 50653.051000  	    7a	8	2  
 50653.640000  	    50	0	0  
 51654.503000  	    8a	3	2  
 51655.095000  	    8a	2	2  
 51655.635000  	    0	0	0  
 54656.160000  	    7a	8	2  
 54656.694000  	    50	0	0  
 55657.182000  	    b9	0	2  
 55657.725000  	    10	0	0  
 57658.293000  	    ba	4	2  
 57658.810000  	    0	0	0  
 57859.270000  	    7a	8	2  
 57859.807000  	    50	0	0  
 58860.289000  	    ba	0	2  
 58860.853000  	    10	0	0  
 58911.340000  	    7a	8	2  
 58911.830000  	    50	0	0  
 59912.249000  	    8a	3	2  
 59912.737000  	    8a	2	2  
 59913.190000  	    0	0	0  
 62913.586000  	    7a	8	2  
 62914.092000  	    50	0	0  
 63914.509000  	    b9	0	2  
 63914.969000  	    10	0	0  
 65915.353000  	    ba	4	2  
 65915.847000  	    0	0	0  
 66116.270000  	    7a	8	2  
 66116.801000  	    50	0	0  
 67117.240000  	    ba	0	2  
 67117.789000  	    10	0	0  
 67168.272000  	    7a	8	2  
 67168.850000  	    50	0	0  
 68169.395000  	    8a	3	2  
 68169.988000  	    8a	2	2  
 68170.522000  	    0	0	0  
 71170.970000  	    7a	8	2  
 71171.524000  	    50	0	0  
 72171.982000  	    b9	0	2  
 72172.546000  	    10	0	0  
 74173.041000  	    ba	4	2  
 74173.596000  	    0	0	0  
 74374.085000  	    7a	8	2  
 74374.668000  	    50	0	0  
 75375.137000  	    ba	0	2  
 75375.626000  	    10	0	0  
 75426.111000  	    7a	8	2  
 75426.704000  	    50	0	0  
 76427.165000  	    8a	3	2  
 76427.633000  	    8a	2	2  
 76428.089000  	    0	0	0  
