---------------------------------------------------
  Seconds  	 Bits to EIO (12) 	 Bits to CIO (13) 
---------------------------------------------------
 0.021000  	    9a	a	2  
 0.343000  	    10	0	0  
 8952.832000  	    4a	a	2  
 8953.139000  	    0	0	0  
 10245.919000  	    9a	a	2  
 10246.209000  	    10	0	0  
 11627.248000  	    ba	9	2  
 11627.577000  	    30	0	0  
 12627.085000  	    10	0	0  
 12836.531000  	    4a	a	2  
 12836.864000  	    0	0	0  
 13954.474000  	    9a	a	2  
 13954.787000  	    10	0	0  
 14772.409000  	    ba	9	2  
 14772.740000  	    30	0	0  
 15772.421000  	    10	0	0  
 24630.725000  	    4f	a	2  
 24631.175000  	    4a	a	2  
 24631.653000  	    0	0	0  
 27632.026000  	    ba	9	2  
 27632.448000  	    30	0	0  
 28632.825000  	    99	a	2  
 28633.288000  	    10	0	0  
 30633.599000  	    9a	6	2  
 30633.967000  	    0	0	0  
 30834.247000  	    ba	9	2  
 30834.625000  	    30	0	0  
 31834.957000  	    9a	a	2  
 31835.362000  	    10	0	0  
 31885.786000  	    ba	9	2  
 31886.222000  	    30	0	0  
 32886.572000  	    4f	a	2  
 32886.977000  	    4a	a	2  
 32887.366000  	    0	0	0  
 35887.744000  	    ba	9	2  
 35888.196000  	    30	0	0  
 36888.577000  	    99	a	2  
 36889.011000  	    10	0	0  
 38889.357000  	    9a	6	2  
 38889.759000  	    0	0	0  
 39090.069000  	    ba	9	2  
 39090.478000  	    30	0	0  
 40090.819000  	    9a	a	2  
 40091.223000  	    10	0	0  
 40141.647000  	    ba	9	2  
 40142.085000  	    30	0	0  
 41142.403000  	    4f	a	2  
 41142.774000  	    4a	a	2  
 41143.141000  	    0	0	0  
 44143.494000  	    ba	9	2  
 44143.927000  	    30	0	0  
 45144.273000  	    99	a	2  
 45144.667000  	    10	0	0  
 47145.035000  	    9a	6	2  
 47145.470000  	    0	0	0  
 47345.797000  	    ba	9	2  
 47346.195000  	    30	0	0  
 48346.529000  	    9a	a	2  
 48346.933000  	    10	0	0  
 48397.330000  	    ba	9	2  
 48397.731000  	    30	0	0  
 49398.081000  	    4f	a	2  
 49398.482000  	    4a	a	2  
 49398.904000  	    0	0	0  
 52399.233000  	    ba	9	2  
 52399.645000  	    30	0	0  
 53399.979000  	    99	a	2  
 53400.355000  	    10	0	0  
 55400.686000  	    9a	6	2  
 55401.081000  	    0	0	0  
 55601.398000  	    ba	9	2  
 55601.827000  	    30	0	0  
 56602.171000  	    9a	a	2  
