---------------------------------------------------
  Seconds  	 Bits to EIO (12) 	 CIO (13) 	 FIO (15)
---------------------------------------------------
 0.011000  	    ba	8	2  
 0.384000  	    10	0	0  
 47458.227000  	    8a	b	2  
 47458.771000  	    8a	a	2  
 47459.257000  	    0	0	0  
 50459.722000  	    fa	8	2  
 50460.194000  	    90	0	0  
 51461.705000  	    b9	8	2  
 51462.214000  	    10	0	0  
 53462.591000  	    ba	4	2  
 53463.055000  	    0	0	0  
 53663.483000  	    fa	8	2  
 53664.054000  	    90	0	0  
 54665.772000  	    ba	8	2  
 54666.261000  	    10	0	0  
 54716.796000  	    fa	8	2  
 54717.364000  	    90	0	0  
 55718.797000  	    8a	b	2  
 55719.365000  	    8a	a	2  
 55719.904000  	    0	0	0  
 58720.424000  	    fa	8	2  
 58720.995000  	    90	0	0  
 59657.417000  	    ba	8	2  
 59657.851000  	    10	0	0  
 95739.777000  	    8a	b	2  
 95740.312000  	    8a	a	2  
 95740.758000  	    0	0	0  
 98741.149000  	    fa	8	2  
 98741.655000  	    90	0	0  
 99743.151000  	    b9	8	2  
 99743.634000  	    10	0	0  
 101744.057000  	    ba	4	2  
 101744.574000  	    0	0	0  
 101945.025000  	    fa	8	2  
 101945.546000  	    90	0	0  
 102946.987000  	    ba	8	2  
 102947.480000  	    10	0	0  
 102997.985000  	    fa	8	2  
 102998.550000  	    90	0	0  
 103491.609000  	    ba	8	2  
 103491.970000  	    10	0	0  
