---------------------------------------------------
  Seconds  	 Bits to EIO (12) 	 CIO (13) 	 FIO (15)
---------------------------------------------------
 0.031000  	    b9	8	2  
 0.461000  	    10	0	0  
 9126.015000  	    89	b	2  
 9126.541000  	    89	a	2  
 9127.042000  	    0	0	0  
 12127.559000  	    79	8	2  
 12128.093000  	    50	0	0  
 13129.132000  	    ba	8	2  
 13129.651000  	    10	0	0  
 15130.104000  	    b9	4	2  
 15130.608000  	    0	0	0  
 15331.080000  	    79	8	2  
 15331.602000  	    50	0	0  
 16332.069000  	    b9	8	2  
 16332.608000  	    10	0	0  
 16383.154000  	    79	8	2  
 16383.740000  	    50	0	0  
 17384.197000  	    89	b	2  
 17384.667000  	    89	a	2  
 17385.137000  	    0	0	0  
 20385.556000  	    79	8	2  
 20386.124000  	    50	0	0  
 21386.635000  	    ba	8	2  
 21387.180000  	    10	0	0  
 23387.686000  	    b9	4	2  
 23388.251000  	    0	0	0  
 23588.679000  	    79	8	2  
 23589.111000  	    50	0	0  
 24589.546000  	    b9	8	2  
 24590.107000  	    10	0	0  
 24640.622000  	    79	8	2  
 24641.198000  	    50	0	0  
 25641.670000  	    89	b	2  
 25642.181000  	    89	a	2  
 25642.666000  	    0	0	0  
 28643.200000  	    79	8	2  
 28643.750000  	    50	0	0  
 29644.219000  	    ba	8	2  
 29644.734000  	    10	0	0  
 31645.245000  	    b9	4	2  
 31645.812000  	    0	0	0  
 31846.298000  	    79	8	2  
 31846.784000  	    50	0	0  
 32847.676000  	    b9	8	2  
 32848.191000  	    10	0	0  
 32898.611000  	    79	8	2  
 32899.141000  	    50	0	0  
 33899.637000  	    89	b	2  
 33900.189000  	    89	a	2  
 33900.679000  	    0	0	0  
 36901.296000  	    79	8	2  
 36901.894000  	    50	0	0  
 37902.693000  	    ba	8	2  
 37903.144000  	    10	0	0  
 39903.680000  	    b9	4	2  
 39904.248000  	    0	0	0  
 40104.775000  	    79	8	2  
 40105.323000  	    50	0	0  
 41105.819000  	    b9	8	2  
 41106.375000  	    10	0	0  
 41156.851000  	    79	8	2  
 41157.428000  	    50	0	0  
 42157.906000  	    89	b	2  
 42158.483000  	    89	a	2  
 42158.999000  	    0	0	0  
 45159.451000  	    79	8	2  
 45160.014000  	    50	0	0  
 46160.477000  	    ba	8	2  
 46160.997000  	    10	0	0  
 48161.492000  	    b9	4	2  
 48162.014000  	    0	0	0  
 48362.400000  	    79	8	2  
 48362.858000  	    50	0	0  
 49363.330000  	    b9	8	2  
 49363.874000  	    10	0	0  
 49414.378000  	    79	8	2  
 49414.907000  	    50	0	0  
 50415.427000  	    89	b	2  
 50415.973000  	    89	a	2  
 50416.481000  	    0	0	0  
 53416.930000  	    79	8	2  
 53417.462000  	    50	0	0  
 54417.945000  	    ba	8	2  
 54418.564000  	    10	0	0  
 56419.052000  	    b9	4	2  
 56419.617000  	    0	0	0  
 56620.090000  	    79	8	2  
 56620.618000  	    50	0	0  
 57621.030000  	    b9	8	2  
 57621.483000  	    10	0	0  
 57671.913000  	    79	8	2  
 57672.385000  	    50	0	0  
 58672.785000  	    89	b	2  
 58673.252000  	    89	a	2  
 58673.729000  	    0	0	0  
 61674.209000  	    79	8	2  
 61674.778000  	    50	0	0  
 62675.258000  	    ba	8	2  
 62675.797000  	    10	0	0  
 64676.235000  	    b9	4	2  
 64676.764000  	    0	0	0  
 64877.233000  	    79	8	2  
 64877.741000  	    50	0	0  
 65878.202000  	    b9	8	2  
 65878.764000  	    10	0	0  
 65929.284000  	    79	8	2  
 65929.813000  	    50	0	0  
 66930.308000  	    89	b	2  
 66930.892000  	    89	a	2  
 66931.420000  	    0	0	0  
 69931.836000  	    79	8	2  
 69932.287000  	    50	0	0  
 70932.681000  	    ba	8	2  
 70933.133000  	    10	0	0  
 72933.536000  	    b9	4	2  
 72934.087000  	    0	0	0  
 73134.551000  	    79	8	2  
 73135.053000  	    50	0	0  
 74135.495000  	    b9	8	2  
 74135.974000  	    10	0	0  
 74186.449000  	    79	8	2  
 74186.972000  	    50	0	0  
 75187.466000  	    89	b	2  
 75188.040000  	    89	a	2  
 75188.562000  	    0	0	0  
 78189.052000  	    79	8	2  
 78189.607000  	    50	0	0  
 79190.176000  	    ba	8	2  
 79190.729000  	    10	0	0  
 81191.288000  	    b9	4	2  
 81191.844000  	    0	0	0  
 81392.298000  	    79	8	2  
 81392.860000  	    50	0	0  
 82393.393000  	    b9	8	2  
 82393.955000  	    10	0	0  
 82444.485000  	    79	8	2  
 82445.024000  	    50	0	0  
 83445.489000  	    89	b	2  
 83446.003000  	    89	a	2  
 83446.475000  	    0	0	0  
 86446.910000  	    79	8	2  
 86447.637000  	    50	0	0  
 87448.348000  	    ba	8	2  
 87448.892000  	    10	0	0  
 89449.382000  	    b9	4	2  
 89449.920000  	    0	0	0  
 89650.406000  	    79	8	2  
 89650.954000  	    50	0	0  
 90651.460000  	    b9	8	2  
 90652.027000  	    10	0	0  
 90702.559000  	    79	8	2  
 90703.083000  	    50	0	0  
 91703.608000  	    89	b	2  
 91704.233000  	    89	a	2  
 91704.708000  	    0	0	0  
 94674.319000  	    b9	8	2  
 94674.783000  	    10	0	0  
