---------------------------------------------------
  Seconds  	 Bits to EIO (12) 	 CIO (13) 	 FIO (15)
---------------------------------------------------
 0.045000  	    ba	8	2  
 0.467000  	    10	0	0  
 5385.718000  	    8a	b	2  
 5386.345000  	    8a	a	2  
 5386.949000  	    0	0	0  
 8387.428000  	    7a	8	2  
 8387.989000  	    50	0	0  
 9388.472000  	    b9	8	2  
 9389.074000  	    10	0	0  
 11389.568000  	    ba	4	2  
 11390.187000  	    0	0	0  
 11590.659000  	    7a	8	2  
 11591.204000  	    50	0	0  
 12591.656000  	    ba	8	2  
 12592.296000  	    10	0	0  
 12642.755000  	    7a	8	2  
 12643.374000  	    50	0	0  
 13643.821000  	    8a	b	2  
 13644.381000  	    8a	a	2  
 13644.916000  	    0	0	0  
 16645.366000  	    7a	8	2  
 16646.010000  	    50	0	0  
 17646.523000  	    b9	8	2  
 17647.145000  	    10	0	0  
 19647.653000  	    ba	4	2  
 19648.275000  	    0	0	0  
 19848.760000  	    7a	8	2  
 19849.404000  	    50	0	0  
 20849.858000  	    ba	8	2  
 20850.386000  	    10	0	0  
 20900.860000  	    7a	8	2  
 20901.479000  	    50	0	0  
 21901.985000  	    8a	b	2  
 21902.639000  	    8a	a	2  
 21903.202000  	    0	0	0  
 24903.633000  	    7a	8	2  
 24904.206000  	    50	0	0  
 25904.640000  	    b9	8	2  
 25905.309000  	    10	0	0  
 27905.806000  	    ba	4	2  
 27906.401000  	    0	0	0  
 28106.857000  	    7a	8	2  
 28107.468000  	    50	0	0  
 29107.910000  	    ba	8	2  
 29108.476000  	    10	0	0  
 29159.067000  	    7a	8	2  
 29159.721000  	    50	0	0  
 30160.274000  	    8a	b	2  
 30160.952000  	    8a	a	2  
 30161.550000  	    0	0	0  
 33162.043000  	    7a	8	2  
 33162.651000  	    50	0	0  
 34163.092000  	    b9	8	2  
 34163.654000  	    10	0	0  
 36164.126000  	    ba	4	2  
 36164.739000  	    0	0	0  
 36365.200000  	    7a	8	2  
 36365.773000  	    50	0	0  
 37366.235000  	    ba	8	2  
 37366.970000  	    10	0	0  
 37417.443000  	    7a	8	2  
 37418.023000  	    50	0	0  
 38418.501000  	    8a	b	2  
 38419.128000  	    8a	a	2  
 38419.741000  	    0	0	0  
 41420.188000  	    7a	8	2  
 41420.753000  	    50	0	0  
 42421.223000  	    b9	8	2  
 42421.909000  	    10	0	0  
 44422.467000  	    ba	4	2  
 44423.047000  	    0	0	0  
 44623.490000  	    7a	8	2  
 44623.990000  	    50	0	0  
 45624.440000  	    ba	8	2  
 45625.042000  	    10	0	0  
 45675.541000  	    7a	8	2  
 45676.148000  	    50	0	0  
 46676.620000  	    8a	b	2  
 46677.199000  	    8a	a	2  
 46677.724000  	    0	0	0  
 49678.183000  	    7a	8	2  
 49678.821000  	    50	0	0  
 50679.327000  	    b9	8	2  
 50679.910000  	    10	0	0  
 52680.360000  	    ba	4	2  
 52680.924000  	    0	0	0  
 52881.354000  	    7a	8	2  
 52881.879000  	    50	0	0  
 53882.279000  	    ba	8	2  
 53882.871000  	    10	0	0  
 53933.407000  	    7a	8	2  
 53934.123000  	    50	0	0  
 54934.592000  	    8a	b	2  
 54935.226000  	    8a	a	2  
 54935.847000  	    0	0	0  
 57936.284000  	    7a	8	2  
 57936.819000  	    50	0	0  
 58937.230000  	    b9	8	2  
 58937.768000  	    10	0	0  
 60938.186000  	    ba	4	2  
 60938.847000  	    0	0	0  
 61139.309000  	    7a	8	2  
 61139.881000  	    50	0	0  
 62140.318000  	    ba	8	2  
 62140.882000  	    10	0	0  
 62191.380000  	    7a	8	2  
 62191.972000  	    50	0	0  
 63192.444000  	    8a	b	2  
 63193.207000  	    8a	a	2  
 63193.707000  	    0	0	0  
 66194.108000  	    7a	8	2  
 66194.675000  	    50	0	0  
 67195.166000  	    b9	8	2  
 67195.771000  	    10	0	0  
 69196.251000  	    ba	4	2  
 69196.785000  	    0	0	0  
 69397.239000  	    7a	8	2  
 69397.808000  	    50	0	0  
 70398.302000  	    ba	8	2  
 70398.862000  	    10	0	0  
 70449.352000  	    7a	8	2  
 70449.946000  	    50	0	0  
 71352.425000  	    ba	8	2  
 71352.774000  	    10	0	0  
