---------------------------------------------------
  Seconds  	 Bits to EIO (12) 	 CIO (13) 	 FIO (15)
---------------------------------------------------
 0.008000  	    ba	8	2  
 0.356000  	    10	0	0  
 25672.301000  	    8a	b	2  
 25672.889000  	    8a	a	2  
 25673.418000  	    0	0	0  
 28673.893000  	    7a	8	2  
 28674.424000  	    50	0	0  
 29675.367000  	    b9	8	2  
 29675.811000  	    10	0	0  
 31676.266000  	    ba	4	2  
 31676.817000  	    0	0	0  
 31877.314000  	    7a	8	2  
 31877.887000  	    50	0	0  
 32878.345000  	    ba	8	2  
 32878.875000  	    10	0	0  
 32929.440000  	    7a	8	2  
 32930.075000  	    50	0	0  
 33930.650000  	    8a	b	2  
 33931.216000  	    8a	a	2  
 33931.706000  	    0	0	0  
 36932.171000  	    7a	8	2  
 36932.722000  	    50	0	0  
 37933.181000  	    b9	8	2  
 37933.689000  	    10	0	0  
 39934.154000  	    ba	4	2  
 39934.684000  	    0	0	0  
 40135.194000  	    7a	8	2  
 40135.729000  	    50	0	0  
 41136.208000  	    ba	8	2  
 41136.765000  	    10	0	0  
 41187.281000  	    7a	8	2  
 41187.856000  	    50	0	0  
 42188.339000  	    8a	b	2  
 42188.800000  	    8a	a	2  
 42189.277000  	    0	0	0  
 45189.743000  	    7a	8	2  
 45190.305000  	    50	0	0  
 46190.833000  	    b9	8	2  
 46191.414000  	    10	0	0  
 48191.877000  	    ba	4	2  
 48192.376000  	    0	0	0  
 48392.842000  	    7a	8	2  
 48393.399000  	    50	0	0  
 49393.866000  	    ba	8	2  
 49394.393000  	    10	0	0  
 49444.928000  	    7a	8	2  
 49445.510000  	    50	0	0  
 50445.984000  	    8a	b	2  
 50446.483000  	    8a	a	2  
 50446.964000  	    0	0	0  
 53447.420000  	    7a	8	2  
 53447.932000  	    50	0	0  
 54448.397000  	    b9	8	2  
 54448.952000  	    10	0	0  
 56449.432000  	    ba	4	2  
 56449.981000  	    0	0	0  
 56650.423000  	    7a	8	2  
