---------------------------------------------------
  Seconds  	 Bits to EIO (12) 	 CIO (13) 	 FIO (15)
---------------------------------------------------
 0.009000  	    ba	8	2  
 0.354000  	    10	0	0  
 10614.363000  	    8a	b	2  
 10627.944000  	    8a	a	2  
 10641.470000  	    0	0	0  
 13641.995000  	    7a	8	2  
 13655.582000  	    50	0	0  
 14656.101000  	    b9	8	2  
 14669.665000  	    10	0	0  
 16670.181000  	    ba	4	2  
 16683.689000  	    0	0	0  
 16884.216000  	    7a	8	2  
 16897.671000  	    50	0	0  
 17898.178000  	    ba	8	2  
 17911.763000  	    10	0	0  
 17962.379000  	    7a	8	2  
 17975.961000  	    50	0	0  
 18976.511000  	    8a	b	2  
 18990.023000  	    8a	a	2  
 19003.559000  	    0	0	0  
 22004.063000  	    7a	8	2  
 22017.524000  	    50	0	0  
 23017.992000  	    b9	8	2  
 23031.546000  	    10	0	0  
 25032.037000  	    ba	4	2  
 25045.580000  	    0	0	0  
 25246.143000  	    7a	8	2  
 25259.707000  	    50	0	0  
 26260.282000  	    ba	8	2  
 26273.763000  	    10	0	0  
 26324.321000  	    7a	8	2  
 26337.875000  	    50	0	0  
 27338.398000  	    8a	b	2  
 27351.959000  	    8a	a	2  
 27365.565000  	    0	0	0  
 30366.057000  	    7a	8	2  
 30379.507000  	    50	0	0  
 31379.973000  	    b9	8	2  
 31393.494000  	    10	0	0  
 33394.085000  	    ba	4	2  
 33407.600000  	    0	0	0  
 33608.095000  	    7a	8	2  
 33621.572000  	    50	0	0  
 34622.059000  	    ba	8	2  
 34635.573000  	    10	0	0  
 34686.101000  	    7a	8	2  
 34699.644000  	    50	0	0  
 35700.099000  	    8a	b	2  
 35713.572000  	    8a	a	2  
 35727.112000  	    0	0	0  
 38727.588000  	    7a	8	2  
 38741.175000  	    50	0	0  
 39741.743000  	    b9	8	2  
 39755.316000  	    10	0	0  
 41755.807000  	    ba	4	2  
 41769.344000  	    0	0	0  
 41969.866000  	    7a	8	2  
 41983.426000  	    50	0	0  
 42983.900000  	    ba	8	2  
 42997.400000  	    10	0	0  
 43047.981000  	    7a	8	2  
 43061.586000  	    50	0	0  
 44062.213000  	    8a	b	2  
 44075.778000  	    8a	a	2  
 44089.414000  	    0	0	0  
 47089.998000  	    7a	8	2  
 47103.555000  	    50	0	0  
 48104.119000  	    b9	8	2  
 48117.723000  	    10	0	0  
 50118.322000  	    ba	4	2  
 50131.809000  	    0	0	0  
 50332.307000  	    7a	8	2  
 50345.832000  	    50	0	0  
 51346.311000  	    ba	8	2  
 51359.808000  	    10	0	0  
 51410.379000  	    7a	8	2  
 51423.944000  	    50	0	0  
 52424.507000  	    8a	b	2  
 52438.075000  	    8a	a	2  
 52451.627000  	    0	0	0  
 55452.372000  	    7a	8	2  
 55465.983000  	    50	0	0  
 56466.546000  	    b9	8	2  
 56480.112000  	    10	0	0  
 58480.649000  	    ba	4	2  
 58494.263000  	    0	0	0  
 58694.784000  	    7a	8	2  
 58708.318000  	    50	0	0  
 59708.842000  	    ba	8	2  
 59722.316000  	    10	0	0  
 59772.872000  	    7a	8	2  
 59786.437000  	    50	0	0  
 60786.984000  	    8a	b	2  
 60800.539000  	    8a	a	2  
 60814.038000  	    0	0	0  
 63814.493000  	    7a	8	2  
 63828.043000  	    50	0	0  
 64828.562000  	    b9	8	2  
 64842.126000  	    10	0	0  
 66842.593000  	    ba	4	2  
 66856.121000  	    0	0	0  
 67056.633000  	    7a	8	2  
 67070.202000  	    50	0	0  
 68070.678000  	    ba	8	2  
 68084.086000  	    10	0	0  
 68134.530000  	    7a	8	2  
 68147.978000  	    50	0	0  
 69148.385000  	    8a	b	2  
 69161.885000  	    8a	a	2  
 69175.434000  	    0	0	0  
 72175.882000  	    7a	8	2  
 72189.432000  	    50	0	0  
 73189.892000  	    b9	8	2  
 73203.347000  	    10	0	0  
 75203.809000  	    ba	4	2  
 75217.313000  	    0	0	0  
 75417.743000  	    7a	8	2  
 75431.222000  	    50	0	0  
 76431.751000  	    ba	8	2  
 76445.238000  	    10	0	0  
 76495.762000  	    7a	8	2  
 76509.293000  	    50	0	0  
 77509.853000  	    8a	b	2  
 77523.411000  	    8a	a	2  
 77536.952000  	    0	0	0  
 80537.449000  	    7a	8	2  
 80551.166000  	    50	0	0  
 81551.707000  	    b9	8	2  
 81565.314000  	    10	0	0  
 83565.845000  	    ba	4	2  
 83579.423000  	    0	0	0  
 83779.906000  	    7a	8	2  
 83793.432000  	    50	0	0  
 84793.894000  	    ba	8	2  
 84807.359000  	    10	0	0  
 84857.850000  	    7a	8	2  
 84871.362000  	    50	0	0  
 85871.828000  	    8a	b	2  
 85885.289000  	    8a	a	2  
 85898.760000  	    0	0	0  
 87123.984000  	    ba	8	2  
 87124.420000  	    10	0	0  
