---------------------------------------------------
  Seconds  	 Bits to EIO (12) 	 CIO (13) 	 FIO (15)
 40393.338000  	    7a	8	2  
 40393.853000  	    50	0	0  
 41394.279000  	    b9	8	2  
 41394.736000  	    10	0	0  
 43395.177000  	    ba	4	2  
 43395.675000  	    0	0	0  
 43596.090000  	    7a	8	2  
 43596.633000  	    50	0	0  
 44597.081000  	    ba	8	2  
 44597.683000  	    10	0	0  
 44648.211000  	    7a	8	2  
 44648.757000  	    50	0	0  
 45649.212000  	    8a	b	2  
 45649.720000  	    8a	a	2  
 45650.179000  	    0	0	0  
 48650.602000  	    7a	8	2  
 48651.155000  	    50	0	0  
 49651.680000  	    b9	8	2  
 49652.212000  	    10	0	0  
 51652.690000  	    ba	4	2  
 51653.231000  	    0	0	0  
 51853.671000  	    7a	8	2  
 51854.145000  	    50	0	0  
 52854.569000  	    ba	8	2  
 52855.080000  	    10	0	0  
 52905.522000  	    7a	8	2  
 52905.981000  	    50	0	0  
 53906.354000  	    8a	b	2  
 53906.850000  	    8a	a	2  
 53907.308000  	    0	0	0  
 56907.784000  	    7a	8	2  
 56908.296000  	    50	0	0  
 57908.775000  	    b9	8	2  
 57909.495000  	    10	0	0  
 59910.327000  	    ba	4	2  
 59910.895000  	    0	0	0  
 60111.453000  	    7a	8	2  
 60112.025000  	    50	0	0  
 61112.545000  	    ba	8	2  
 61113.085000  	    10	0	0  
 61163.605000  	    7a	8	2  
 61164.182000  	    50	0	0  
 62164.709000  	    8a	b	2  
 62165.274000  	    8a	a	2  
 62165.803000  	    0	0	0  
 65166.293000  	    7a	8	2  
 65166.833000  	    50	0	0  
 66167.263000  	    b9	8	2  
 66167.719000  	    10	0	0  
 68168.151000  	    ba	4	2  
 68168.682000  	    0	0	0  
 68369.195000  	    7a	8	2  
 68369.730000  	    50	0	0  
 69370.216000  	    ba	8	2  
 69370.747000  	    10	0	0  
 69421.218000  	    7a	8	2  
 69421.739000  	    50	0	0  
 70422.214000  	    8a	b	2  
 70422.736000  	    8a	a	2  
 70423.224000  	    0	0	0  
 73423.789000  	    7a	8	2  
 73424.345000  	    50	0	0  
 74424.797000  	    b9	8	2  
 74425.327000  	    10	0	0  
 76425.724000  	    ba	4	2  
 76426.176000  	    0	0	0  
 76626.577000  	    7a	8	2  
 76627.168000  	    50	0	0  
 77627.683000  	    ba	8	2  
 77628.249000  	    10	0	0  
 77678.771000  	    7a	8	2  
 77679.348000  	    50	0	0  
 78679.819000  	    8a	b	2  
 78680.430000  	    8a	a	2  
 78680.972000  	    0	0	0  
 81681.449000  	    7a	8	2  
 81681.989000  	    50	0	0  
 82682.447000  	    b9	8	2  
 82682.957000  	    10	0	0  
 84683.390000  	    ba	4	2  
 84683.904000  	    0	0	0  
 84884.396000  	    7a	8	2  
 84884.956000  	    50	0	0  
 85885.422000  	    ba	8	2  
 85885.951000  	    10	0	0  
 85936.454000  	    7a	8	2  
 85937.014000  	    50	0	0  
 86937.478000  	    8a	b	2  
 86938.029000  	    8a	a	2  
 86938.570000  	    0	0	0  
 89939.035000  	    7a	8	2  
 89939.598000  	    50	0	0  
 90940.067000  	    b9	8	2  
 90940.602000  	    10	0	0  
 92941.060000  	    ba	4	2  
 92941.576000  	    0	0	0  
 93142.031000  	    7a	8	2  
 93142.593000  	    50	0	0  
 94143.082000  	    ba	8	2  
 94143.635000  	    10	0	0  
 94194.136000  	    7a	8	2  
 94194.679000  	    50	0	0  
 95195.215000  	    8a	b	2  
 95195.785000  	    8a	a	2  
 95196.301000  	    0	0	0  
 98196.781000  	    7a	8	2  
 98197.322000  	    50	0	0  
 99197.786000  	    b9	8	2  
 99198.306000  	    10	0	0  
 101198.812000  	    ba	4	2  
 101199.368000  	    0	0	0  
 101399.835000  	    7a	8	2  
 101400.311000  	    50	0	0  
 102400.720000  	    ba	8	2  
 102401.285000  	    10	0	0  
 102451.793000  	    7a	8	2  
 102452.310000  	    50	0	0  
 103452.771000  	    8a	b	2  
 103453.281000  	    8a	a	2  
 103453.780000  	    0	0	0  
 106454.265000  	    7a	8	2  
 106454.814000  	    50	0	0  
 107455.260000  	    b9	8	2  
 107455.794000  	    10	0	0  
 109456.237000  	    ba	4	2  
 109456.757000  	    0	0	0  
 109657.177000  	    7a	8	2  
 109657.664000  	    50	0	0  
 110658.062000  	    ba	8	2  
 110658.545000  	    10	0	0  
 110709.033000  	    7a	8	2  
 110709.594000  	    50	0	0  
 111710.069000  	    8a	b	2  
 111710.689000  	    8a	a	2  
 111711.224000  	    0	0	0  
 114711.683000  	    7a	8	2  
 114712.190000  	    50	0	0  
 115712.652000  	    b9	8	2  
 115713.194000  	    10	0	0  
 117713.659000  	    ba	4	2  
 117714.229000  	    0	0	0  
 117914.711000  	    7a	8	2  
 117915.280000  	    50	0	0  
 118915.802000  	    ba	8	2  
 118916.356000  	    10	0	0  
 118966.852000  	    7a	8	2  
 118967.395000  	    50	0	0  
 119967.845000  	    8a	b	2  
 119968.353000  	    8a	a	2  
 119968.826000  	    0	0	0  
 122969.259000  	    7a	8	2  
 122969.791000  	    50	0	0  
 123970.256000  	    b9	8	2  
 123970.807000  	    10	0	0  
 125971.232000  	    ba	4	2  
 125971.714000  	    0	0	0  
 126172.139000  	    7a	8	2  
 126172.705000  	    50	0	0  
 127173.171000  	    ba	8	2  
 127173.720000  	    10	0	0  
 127224.213000  	    7a	8	2  
 127224.747000  	    50	0	0  
 128225.240000  	    8a	b	2  
 128225.760000  	    8a	a	2  
 128226.273000  	    0	0	0  
 131226.722000  	    7a	8	2  
 131227.256000  	    50	0	0  
 132227.699000  	    b9	8	2  
 132228.228000  	    10	0	0  
 134228.706000  	    ba	4	2  
 134229.236000  	    0	0	0  
 134429.765000  	    7a	8	2  
 134430.342000  	    50	0	0  
 135431.152000  	    ba	8	2  
 135431.669000  	    10	0	0  
 135482.274000  	    7a	8	2  
 135482.846000  	    50	0	0  
 136483.406000  	    8a	b	2  
 136484.024000  	    8a	a	2  
 136484.557000  	    0	0	0  
 139485.052000  	    7a	8	2  
 139485.614000  	    50	0	0  
 140486.163000  	    b9	8	2  
 140486.675000  	    10	0	0  
 142487.108000  	    ba	4	2  
 142487.661000  	    0	0	0  
 142688.139000  	    7a	8	2  
 142688.689000  	    50	0	0  
 143689.129000  	    ba	8	2  
 143689.644000  	    10	0	0  
 143740.121000  	    7a	8	2  
 143740.646000  	    50	0	0  
 144741.084000  	    8a	b	2  
 144741.575000  	    8a	a	2  
 144742.273000  	    0	0	0  
 147742.666000  	    7a	8	2  
 147743.194000  	    50	0	0  
 148743.624000  	    b9	8	2  
 148744.093000  	    10	0	0  
 150744.516000  	    ba	4	2  
 150745.114000  	    0	0	0  
 150945.594000  	    7a	8	2  
 150946.100000  	    50	0	0  
 151946.546000  	    ba	8	2  
 151947.116000  	    10	0	0  
 151997.630000  	    7a	8	2  
 151998.145000  	    50	0	0  
 152998.641000  	    8a	b	2  
 152999.176000  	    8a	a	2  
 152999.695000  	    0	0	0  
 156000.146000  	    7a	8	2  
 156000.673000  	    50	0	0  
 157001.097000  	    b9	8	2  
 157001.569000  	    10	0	0  
 159001.984000  	    ba	4	2  
 159002.492000  	    0	0	0  
 159202.968000  	    7a	8	2  
 159203.540000  	    50	0	0  
 160203.985000  	    ba	8	2  
 160204.520000  	    10	0	0  
 160255.011000  	    7a	8	2  
 160255.568000  	    50	0	0  
 161256.019000  	    8a	b	2  
 161256.547000  	    8a	a	2  
 161257.034000  	    0	0	0  
 164257.441000  	    7a	8	2  
 164257.992000  	    50	0	0  
 165258.462000  	    b9	8	2  
 165258.976000  	    10	0	0  
 167259.428000  	    ba	4	2  
 167259.963000  	    0	0	0  
 167460.390000  	    7a	8	2  
 167460.874000  	    50	0	0  
 168461.278000  	    ba	8	2  
 168461.805000  	    10	0	0  
 168512.303000  	    7a	8	2  
 168512.844000  	    50	0	0  
 169513.301000  	    8a	b	2  
 169513.874000  	    8a	a	2  
 169514.398000  	    0	0	0  
 172514.899000  	    7a	8	2  
 172515.505000  	    50	0	0  
 173516.017000  	    b9	8	2  
 173516.545000  	    10	0	0  
 175516.982000  	    ba	4	2  
 175517.498000  	    0	0	0  
 175717.936000  	    7a	8	2  
 175718.446000  	    50	0	0  
 176718.843000  	    ba	8	2  
 176719.331000  	    10	0	0  
 176769.807000  	    7a	8	2  
 176770.390000  	    50	0	0  
 177770.927000  	    8a	b	2  
 177771.508000  	    8a	a	2  
 177772.022000  	    0	0	0  
 180772.477000  	    7a	8	2  
 180773.008000  	    50	0	0  
 181773.451000  	    b9	8	2  
 181773.986000  	    10	0	0  
 183774.445000  	    ba	4	2  
 183774.996000  	    0	0	0  
 183975.478000  	    7a	8	2  
 183976.045000  	    50	0	0  
 184976.521000  	    ba	8	2  
 184977.060000  	    10	0	0  
 185027.570000  	    7a	8	2  
 185028.091000  	    50	0	0  
 186028.576000  	    8a	b	2  
 186029.094000  	    8a	a	2  
 186029.556000  	    0	0	0  
 189029.978000  	    7a	8	2  
 189030.552000  	    50	0	0  
 190031.007000  	    b9	8	2  
 190031.486000  	    10	0	0  
 192031.882000  	    ba	4	2  
 192032.348000  	    0	0	0  
 192232.837000  	    7a	8	2  
 192233.412000  	    50	0	0  
 193233.929000  	    ba	8	2  
 193234.463000  	    10	0	0  
 193284.977000  	    7a	8	2  
 193285.548000  	    50	0	0  
 194286.108000  	    8a	b	2  
 194286.679000  	    8a	a	2  
 194287.187000  	    0	0	0  
 197287.609000  	    7a	8	2  
 197288.070000  	    50	0	0  
 198288.508000  	    b9	8	2  
 198289.039000  	    10	0	0  
 200289.480000  	    ba	4	2  
 200289.988000  	    0	0	0  
 200490.461000  	    7a	8	2  
 200490.997000  	    50	0	0  
 201491.472000  	    ba	8	2  
 201492.016000  	    10	0	0  
 201542.527000  	    7a	8	2  
 201543.070000  	    50	0	0  
 202543.528000  	    8a	b	2  
 202544.105000  	    8a	a	2  
 202544.628000  	    0	0	0  
 205545.125000  	    7a	8	2  
 205545.687000  	    50	0	0  
 206546.166000  	    b9	8	2  
 206546.677000  	    10	0	0  
 208547.092000  	    ba	4	2  
 208547.598000  	    0	0	0  
 208747.991000  	    7a	8	2  
 208748.446000  	    50	0	0  
 209748.883000  	    ba	8	2  
 209749.476000  	    10	0	0  
 209799.987000  	    7a	8	2  
 209800.506000  	    50	0	0  
 210800.958000  	    8a	b	2  
 210801.465000  	    8a	a	2  
 210801.937000  	    0	0	0  
 213802.385000  	    7a	8	2  
 213802.966000  	    50	0	0  
 214803.443000  	    b9	8	2  
 214804.031000  	    10	0	0  
 216804.543000  	    ba	4	2  
 216805.104000  	    0	0	0  
 217005.624000  	    7a	8	2  
 217006.164000  	    50	0	0  
 218006.651000  	    ba	8	2  
 218007.175000  	    10	0	0  
 218057.669000  	    7a	8	2  
 218058.171000  	    50	0	0  
 219058.608000  	    8a	b	2  
 219059.118000  	    8a	a	2  
 219059.589000  	    0	0	0  
 222060.047000  	    7a	8	2  
 222060.591000  	    50	0	0  
 223061.107000  	    b9	8	2  
 223061.671000  	    10	0	0  
 225062.176000  	    ba	4	2  
 225062.731000  	    0	0	0  
 225263.177000  	    7a	8	2  
 225263.648000  	    50	0	0  
 226264.115000  	    ba	8	2  
 226264.770000  	    10	0	0  
 226315.314000  	    7a	8	2  
 226315.793000  	    50	0	0  
 227316.235000  	    8a	b	2  
 227316.897000  	    8a	a	2  
 227317.348000  	    0	0	0  
 230317.767000  	    7a	8	2  
 230318.304000  	    50	0	0  
 231318.752000  	    b9	8	2  
 231319.243000  	    10	0	0  
 233319.661000  	    ba	4	2  
 233320.205000  	    0	0	0  
 233520.710000  	    7a	8	2  
 233521.250000  	    50	0	0  
 234521.680000  	    ba	8	2  
 234522.148000  	    10	0	0  
 234572.611000  	    7a	8	2  
 234573.166000  	    50	0	0  
 235573.703000  	    8a	b	2  
 235574.276000  	    8a	a	2  
 235574.780000  	    0	0	0  
 238575.195000  	    7a	8	2  
 238575.647000  	    50	0	0  
 239576.069000  	    b9	8	2  
 239576.651000  	    10	0	0  
 241577.176000  	    ba	4	2  
 241577.739000  	    0	0	0  
 241778.191000  	    7a	8	2  
 241778.684000  	    50	0	0  
 242779.101000  	    ba	8	2  
 242779.660000  	    10	0	0  
 242830.184000  	    7a	8	2  
 242830.724000  	    50	0	0  
 243831.161000  	    8a	b	2  
 243831.674000  	    8a	a	2  
 243832.154000  	    0	0	0  
 246832.575000  	    7a	8	2  
 246833.056000  	    50	0	0  
 247833.476000  	    b9	8	2  
 247833.988000  	    10	0	0  
 249834.456000  	    ba	4	2  
 249835.051000  	    0	0	0  
 250035.539000  	    7a	8	2  
 250036.092000  	    50	0	0  
 251036.519000  	    ba	8	2  
 251036.994000  	    10	0	0  
 251087.476000  	    7a	8	2  
 251088.067000  	    50	0	0  
 252088.599000  	    8a	b	2  
 252089.163000  	    8a	a	2  
 252089.760000  	    0	0	0  
 255090.269000  	    7a	8	2  
 255090.812000  	    50	0	0  
 256091.283000  	    b9	8	2  
 256091.830000  	    10	0	0  
 258092.342000  	    ba	4	2  
 258092.912000  	    0	0	0  
 258293.402000  	    7a	8	2  
 258293.961000  	    50	0	0  
 259294.396000  	    ba	8	2  
 259294.908000  	    10	0	0  
 259345.401000  	    7a	8	2  
 259345.956000  	    50	0	0  
 260346.419000  	    8a	b	2  
 260346.940000  	    8a	a	2  
 260347.485000  	    0	0	0  
 263347.973000  	    7a	8	2  
 263348.499000  	    50	0	0  
 264348.930000  	    b9	8	2  
 264349.390000  	    10	0	0  
 265840.819000  	    ba	8	2  
 265841.298000  	    10	0	0  
 329488.686000  	    8a	b	2  
 329489.260000  	    8a	a	2  
 329489.783000  	    0	0	0  
 332490.215000  	    7a	8	2  
 332490.731000  	    50	0	0  
 333491.167000  	    b9	8	2  
 333491.653000  	    10	0	0  
 335492.062000  	    ba	4	2  
 335492.531000  	    0	0	0  
 335692.980000  	    7a	8	2  
 335693.506000  	    50	0	0  
 336693.937000  	    ba	8	2  
 336694.401000  	    10	0	0  
 336747.210000  	    7a	8	2  
 336748.255000  	    50	0	0  
 337748.679000  	    8a	b	2  
 337749.279000  	    8a	a	2  
 337749.825000  	    0	0	0  
 340750.314000  	    7a	8	2  
 340750.852000  	    50	0	0  
 341751.272000  	    b9	8	2  
 341751.703000  	    10	0	0  
 343752.117000  	    ba	4	2  
 343752.664000  	    0	0	0  
 343953.109000  	    7a	8	2  
 343953.647000  	    50	0	0  
 344954.095000  	    ba	8	2  
 344954.701000  	    10	0	0  
 345005.223000  	    7a	8	2  
 345005.806000  	    50	0	0  
 346006.327000  	    8a	b	2  
 346006.872000  	    8a	a	2  
 346007.383000  	    0	0	0  
 349007.797000  	    7a	8	2  
 349008.233000  	    50	0	0  
 350008.616000  	    b9	8	2  
 350009.136000  	    10	0	0  
 352009.601000  	    ba	4	2  
 352010.089000  	    0	0	0  
 352210.515000  	    7a	8	2  
 352211.100000  	    50	0	0  
 353211.570000  	    ba	8	2  
 353212.103000  	    10	0	0  
 353262.575000  	    7a	8	2  
 353263.145000  	    50	0	0  
 354263.643000  	    8a	b	2  
 354264.164000  	    8a	a	2  
 354264.673000  	    0	0	0  
 357265.118000  	    7a	8	2  
 357265.638000  	    50	0	0  
 358266.092000  	    b9	8	2  
 358266.579000  	    10	0	0  
 359956.344000  	    ba	8	2  
 359956.755000  	    10	0	0  
