---------------------------------------------------
  Seconds  	 Bits to EIO (12) 	 CIO (13) 	 FIO (15)
---------------------------------------------------
 0.032000  	    ba	0	2  
 1.310000  	    10	0	0  
 11209.029000  	    8a	3	2  
 11210.239000  	    8a	2	2  
 11211.385000  	    0	0	0  
 14212.595000  	    7a	8	2  
 14213.861000  	    50	0	0  
 15215.631000  	    b9	0	2  
 15216.819000  	    10	0	0  
 17218.146000  	    7a	8	2  
 17219.440000  	    50	0	0  
 18221.827000  	    ba	0	2  
 18222.981000  	    10	0	0  
 18424.289000  	    7a	8	2  
 18425.541000  	    50	0	0  
 19427.686000  	    8a	3	2  
 19428.912000  	    8a	2	2  
 19430.129000  	    0	0	0  
 22431.451000  	    7a	8	2  
 22432.734000  	    50	0	0  
 23435.107000  	    b9	0	2  
 23436.360000  	    10	0	0  
 25437.648000  	    7a	8	2  
 25438.842000  	    50	0	0  
 26441.034000  	    ba	0	2  
 26442.179000  	    10	0	0  
 26643.435000  	    7a	8	2  
 26644.666000  	    50	0	0  
 27646.967000  	    8a	3	2  
 27648.214000  	    8a	2	2  
 27649.522000  	    0	0	0  
 30650.848000  	    7a	8	2  
 30652.092000  	    50	0	0  
 31654.545000  	    b9	0	2  
 31655.730000  	    10	0	0  
 33656.944000  	    7a	8	2  
 33658.162000  	    50	0	0  
 34659.944000  	    ba	0	2  
 34661.127000  	    10	0	0  
 34862.411000  	    7a	8	2  
 34863.619000  	    50	0	0  
 35865.748000  	    8a	3	2  
 35866.956000  	    8a	2	2  
 35868.166000  	    0	0	0  
 38869.451000  	    7a	8	2  
 38870.644000  	    50	0	0  
 39873.058000  	    b9	0	2  
 39874.316000  	    10	0	0  
 41310.837000  	    ba	0	2  
 41312.055000  	    10	0	0  
 65251.479000  	    b6	1	2  
 65252.765000  	    86	2	2  
 65253.996000  	    0	0	0  
 66255.329000  	    76	8	2  
 66256.591000  	    50	0	0  
 67258.967000  	    b5	0	2  
 67260.266000  	    10	0	0  
 69261.658000  	    76	8	2  
 69262.942000  	    50	0	0  
 70265.404000  	    b6	0	2  
 70266.622000  	    10	0	0  
 70467.933000  	    76	8	2  
 70469.267000  	    50	0	0  
 71471.711000  	    b6	1	2  
 71472.971000  	    86	2	2  
 71474.254000  	    0	0	0  
 72475.551000  	    76	8	2  
 72476.742000  	    50	0	0  
 73478.283000  	    b5	0	2  
 73479.405000  	    10	0	0  
 75480.559000  	    76	8	2  
 75481.746000  	    50	0	0  
 77483.673000  	    b6	0	2  
 77484.833000  	    10	0	0  
 77686.097000  	    76	8	2  
 77687.289000  	    50	0	0  
 78689.586000  	    b6	1	2  
 78690.843000  	    86	2	2  
 78692.089000  	    0	0	0  
 79693.347000  	    76	8	2  
 79694.504000  	    50	0	0  
 80696.594000  	    b5	0	2  
 80697.795000  	    10	0	0  
 82699.053000  	    76	8	2  
 82700.355000  	    50	0	0  
 83702.930000  	    b6	0	2  
 83704.146000  	    10	0	0  
 83905.448000  	    76	8	2  
 83906.762000  	    50	0	0  
 84908.887000  	    b6	1	2  
 84910.020000  	    86	2	2  
 84911.135000  	    0	0	0  
 85912.280000  	    76	8	2  
 85913.463000  	    50	0	0  
 86915.771000  	    b5	0	2  
 86916.988000  	    10	0	0  
 88297.266000  	    ba	0	2  
 88298.518000  	    10	0	0  
